county,tract,total_commute,auto,bus,subway_rail,taxi,walk_other,total_drive,veh_occ
Richmond,020801,4042,0.701,0.261,0.013,0.0,0.025,2834,1.07
Richmond,007700,560,0.63,0.263,0.011,0.007,0.089,353,1.13
Richmond,017010,4081,0.718,0.252,0.005,0.007,0.018,2932,1.04
Richmond,031901,889,0.475,0.335,0.0,0.022,0.168,422,1.11
Richmond,001700,577,0.61,0.282,0.012,0.0,0.096,352,1.08
Richmond,013301,307,0.179,0.557,0.0,0.016,0.248,55,1.21
Richmond,005900,1371,0.605,0.212,0.012,0.014,0.157,830,1.12
Richmond,007500,1431,0.496,0.331,0.02,0.013,0.14,710,1.1
Richmond,009700,2038,0.689,0.151,0.003,0.011,0.146,1405,1.09
Richmond,011402,1548,0.594,0.271,0.035,0.0,0.1,919,1.12
Richmond,012100,1411,0.764,0.147,0.0,0.009,0.08,1078,1.04
Richmond,002002,1420,0.56,0.423,0.0,0.006,0.011,795,1.1
Richmond,017009,1765,0.868,0.095,0.01,0.0,0.027,1532,1.06
Richmond,020700,1896,0.489,0.303,0.0,0.139,0.069,928,1.08
Richmond,020803,3513,0.744,0.208,0.0,0.0,0.048,2615,1.05
Richmond,022300,1050,0.619,0.332,0.0,0.0,0.049,650,1.06
Richmond,024700,1365,0.703,0.194,0.0,0.011,0.092,959,1.11
Richmond,025100,3156,0.72,0.203,0.0,0.011,0.066,2271,1.08
Richmond,029104,2945,0.702,0.262,0.0,0.0,0.036,2066,1.09
Richmond,004700,1309,0.555,0.2,0.0,0.0,0.245,727,1.08
Richmond,005000,1835,0.64,0.32,0.0,0.0,0.04,1174,1.08
Richmond,007400,2067,0.556,0.374,0.0,0.004,0.066,1149,1.13
Richmond,009601,1904,0.58,0.325,0.013,0.0,0.082,1104,1.13
Richmond,009602,1606,0.522,0.352,0.027,0.0,0.099,838,1.06
Richmond,012200,1883,0.684,0.17,0.031,0.026,0.089,1288,1.09
Richmond,013203,2404,0.688,0.176,0.017,0.004,0.115,1654,1.02
Richmond,015601,3085,0.677,0.274,0.006,0.008,0.035,2088,1.07
Richmond,018701,771,0.603,0.294,0.0,0.0,0.103,465,1.08
Richmond,018702,3276,0.702,0.229,0.004,0.018,0.047,2301,1.12
Richmond,018901,2399,0.71,0.248,0.0,0.01,0.032,1703,1.02
Richmond,021300,1836,0.613,0.323,0.0,0.011,0.053,1126,1.06
Richmond,001100,1424,0.278,0.38,0.009,0.008,0.325,396,1.1
